loan_id,transaction_name,esma_transaction_identifier,reporting_date,closing_date,originator_name,servicer_name,currency,country,origination_year,maturity_date_proxy,original_balance,current_balance,repayment_type,interest_only_flag,current_interest_rate_pct,rate_type,remaining_interest_fixed_period_months,fixed_interest_period_end_in_months,seasoning_months,remaining_term_months,legal_maturity_months,loan_part_count,debtor_count,property_type,province,economic_region_nuts3,construction_year,occupancy,property_usage,employment_status,self_employed_flag,borrower_type,loan_purpose,buy_to_let_flag,nhg_flag,guarantee_type,oltomv_original,cltomv_current,cltimv_current,original_market_value_at_origination,current_original_market_value,indexed_market_value,property_valuation_type,loan_to_income,payment_due_to_income_pct,borrower_annual_income,scheduled_monthly_payment,arrears_bucket,arrears_amount,days_past_due,default_crr_flag,performing_status,foreclosure_flag,forbearance_flag,restructuring_flag,epc_label,epc_issue_year,primary_energy_demand_kwh_m2,construction_deposit_flag,construction_deposit_pct,construction_deposit_amount,interest_payment_frequency,principal_payment_frequency,balance_bucket,cltomv_current_bucket,cltimv_current_bucket,oltomv_original_bucket,loan_to_income_bucket,payment_due_to_income_pct_bucket,construction_year_bucket
GL2026_001886,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2050-01-28,323575.89,303183.64,InterestOnly,Y,4.27,Fixed,96,96,42,289,331,2,2,House,Noord-Brabant,NL414,2016,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,68.48,64.32,55.26,472511.52,471367.60,548649.37,Indexed/Origination Proxy,5.41,23.16,56041.34,1081.60,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,84,N,0.00,0.00,Monthly,Monthly,350k-400k,60-70,50-60,60-70,5.0-5.5,20-25,2015-2020
GL2026_001887,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2047-05-28,347987.75,335326.14,Annuity,N,2.02,Fixed,91,91,59,257,316,2,1,Apartment,Noord-Brabant,NL416,1992,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,91.13,85.95,41.04,381858.61,390140.94,817071.49,Indexed/Origination Proxy,3.84,22.28,87324.52,1621.33,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,103,N,0.00,0.00,Monthly,Monthly,400k-450k,80-90,40-50,90-100,3.5-4.0,20-25,1990-2000
GL2026_001888,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2046-03-28,234341.83,225276.54,InterestOnly,Y,4.48,Fixed,97,97,10,243,255,2,2,House,Noord-Holland,NL325,1990,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,89.16,87.58,69.54,262832.92,257223.73,323952.46,Indexed/Origination Proxy,5.28,19.09,42666.01,678.75,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,115,N,0.00,0.00,Monthly,Monthly,250k-300k,60-70,80-90,80-90,5.0-5.5,15-20,1990-2000
GL2026_001889,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2050-05-28,267074.86,225341.42,Annuity,N,3.36,Fixed,95,95,25,293,318,2,1,House,Zuid-Holland,NL365,2023,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,95.70,54.33,48.49,279075.09,414764.26,464717.30,Indexed/Origination Proxy,2.93,14.40,76908.33,922.90,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2026,-49,N,0.00,0.00,Monthly,Monthly,250k-300k,50-60,40-50,90-100,2.5-3.0,10-15,2023-2024
GL2026_001890,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2047-08-28,272926.91,257069.43,Annuity,N,3.37,Fixed,48,48,23,260,283,2,2,Apartment,Noord-Holland,NL328,1963,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,83.12,76.08,59.95,328352.88,337893.57,428806.39,Indexed/Origination Proxy,4.32,22.99,59506.81,1140.05,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2025,69,N,0.00,0.00,Monthly,Monthly,300k-350k,50-60,70-80,60-70,4.0-4.5,20-25,1960-1970
GL2026_001891,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2018,2047-06-28,147882.95,143168.70,InterestOnly,Y,3.10,Fixed,68,68,102,258,360,2,2,House,Zuid-Holland,NL365,2022,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,91.81,66.64,14.33,161074.99,214838.99,999083.74,Indexed/Origination Proxy,2.66,15.33,53822.82,687.59,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2023,116,N,0.00,0.00,Monthly,Monthly,150k-200k,10-20,30-40,40-50,2.5-3.0,15-20,2022-2023
GL2026_001892,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2050-11-28,173876.71,148857.87,Annuity,N,3.38,Fixed,101,101,24,299,323,3,2,House,Zuid-Holland,NL363,1991,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,Y,NHG,94.53,86.62,38.76,183938.13,171851.62,384050.23,Indexed/Origination Proxy,1.61,12.55,92458.30,966.96,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2025,60,N,0.00,0.00,Monthly,Monthly,150k-200k,50-60,30-40,90-100,1.5-2.0,10-15,1990-2000
GL2026_001893,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2041-02-28,262845.73,239345.58,Annuity,N,2.88,Fixed,190,190,59,182,241,1,2,House,Noord-Holland,NL32A,2020,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,62.91,61.68,53.31,417812.32,388044.07,448969.39,Indexed/Origination Proxy,3.61,20.07,66300.71,1108.88,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2023,9,N,0.00,0.00,Monthly,Monthly,300k-350k,60-70,50-60,50-60,3.5-4.0,20-25,2020-2021
GL2026_001894,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2046-11-28,419353.75,386532.23,Annuity,N,4.14,Fixed,34,34,25,251,276,2,2,House,Zuid-Holland,NL364,2004,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,78.39,66.71,54.86,534958.22,579421.72,704579.35,Indexed/Origination Proxy,3.53,29.78,109499.22,2717.41,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,136,N,0.00,0.00,Monthly,Monthly,450k-500k,50-60,60-70,70-80,3.5-4.0,25-30,2000-2005
GL2026_001895,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2046-06-28,284575.61,283369.31,InterestOnly,Y,3.10,Fixed,116,116,9,246,258,2,2,Apartment,Zuid-Holland,NL364,1917,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,67.60,50.03,42.11,420969.84,566398.78,672926.41,Indexed/Origination Proxy,2.53,5.72,112003.68,533.88,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,100,N,0.00,0.00,Monthly,Monthly,350k-400k,40-50,50-60,10-20,2.5-3.0,5-10,1910-1920
GL2026_001896,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2048-10-28,155470.68,152528.73,InterestOnly,Y,4.18,Fixed,73,73,38,274,312,1,1,Apartment,Groningen,NL115,1974,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,99.81,85.76,10.75,155766.64,177855.33,1418871.91,Indexed/Origination Proxy,3.81,19.05,40033.79,635.54,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2023,150,N,0.00,0.00,Monthly,Monthly,150k-200k,10-20,80-90,50-60,3.5-4.0,15-20,1970-1980
GL2026_001897,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2047-09-28,461803.98,400233.78,Annuity,N,1.74,Fixed,95,95,62,261,323,2,2,House,Noord-Holland,NL325,1989,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,96.23,84.99,30.19,479896.06,470918.67,1325716.40,Indexed/Origination Proxy,2.94,19.52,136133.94,2214.45,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2025,8,N,0.00,0.00,Monthly,Monthly,500k-550k,80-90,30-40,60-70,2.5-3.0,15-20,1980-1990
GL2026_001898,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2046-04-28,293936.58,272111.01,Annuity,N,4.23,Fixed,36,36,10,244,256,1,1,House,Gelderland,NL226,2007,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,94.07,80.41,78.88,312465.80,338404.44,344968.32,Indexed/Origination Proxy,4.21,18.22,64634.44,981.37,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,139,N,0.00,0.00,Monthly,Monthly,350k-400k,80-90,70-80,50-60,4.0-4.5,15-20,2005-2010
GL2026_001899,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2046-03-28,532076.38,508795.82,Annuity,N,2.86,Fixed,72,72,8,243,255,1,2,House,Noord-Holland,NL328,2024,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,106.00,99.44,27.20,501958.85,511661.12,1870572.87,Indexed/Origination Proxy,3.44,28.40,147905.76,3500.44,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,156,N,0.00,0.00,Monthly,Monthly,650k-700k,90-100,20-30,30-40,3.0-3.5,25-30,2024-2025
GL2026_001900,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2017,2046-10-28,405126.98,375172.39,Annuity,N,2.06,Fixed,108,108,113,250,360,2,2,House,Zuid-Holland,NL364,2000,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,106.00,88.14,56.64,382195.26,425655.08,662380.63,Indexed/Origination Proxy,4.97,18.22,75487.40,1146.15,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2025,56,N,0.00,0.00,Monthly,Monthly,450k-500k,50-60,80-90,10-20,4.5-5.0,15-20,2000-2005
GL2026_001901,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2049-12-28,483114.78,414546.36,Annuity,N,3.25,Fixed,48,48,34,276,310,2,2,House,Noord-Holland,NL325,1986,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,78.21,71.34,43.02,617714.84,581085.45,963613.11,Indexed/Origination Proxy,1.43,6.16,289892.56,1488.12,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2026,32,N,0.00,0.00,Monthly,Monthly,500k-550k,70-80,40-50,70-80,1.0-1.5,5-10,1980-1990
GL2026_001902,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2049-05-28,447753.77,422658.47,InterestOnly,Y,3.13,Fixed,102,102,44,281,325,1,2,Apartment,Zuid-Holland,NL366,2000,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,81.95,80.45,67.05,546374.34,525367.89,630363.12,Indexed/Origination Proxy,4.87,21.50,86788.19,1554.96,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,99,N,0.00,0.00,Monthly,Monthly,500k-550k,80-90,60-70,70-80,4.5-5.0,20-25,2000-2005
GL2026_001903,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2048-04-28,353951.36,351435.48,InterestOnly,Y,3.73,Fixed,86,86,34,268,302,2,2,Apartment,Flevoland,NL230,1993,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,74.75,55.38,38.11,473513.53,634589.17,922160.80,Indexed/Origination Proxy,3.93,1.65,89423.79,122.96,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2024,9,N,0.00,0.00,Monthly,Monthly,450k-500k,30-40,50-60,10-20,3.5-4.0,<5,1990-2000
GL2026_001904,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2050-09-28,274712.52,232414.27,Annuity,N,2.19,Fixed,45,45,58,297,355,2,2,Apartment,Noord-Brabant,NL415,2024,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,106.00,89.14,59.57,259162.75,260729.49,390153.21,Indexed/Origination Proxy,2.98,26.23,77991.37,1704.76,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2026,96,N,0.00,0.00,Monthly,Monthly,250k-300k,50-60,80-90,40-50,2.5-3.0,25-30,2024-2025
GL2026_001905,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2049-11-28,206802.58,200116.85,InterestOnly,Y,2.74,Fixed,105,105,42,287,329,1,2,House,Utrecht,NL350,1991,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,46.83,41.37,37.25,441602.78,483724.56,537226.44,Indexed/Origination Proxy,4.66,22.03,42943.53,788.37,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2026,111,Y,40.38,80816.25,Monthly,Monthly,250k-300k,40-50,30-40,40-50,4.5-5.0,20-25,1990-2000
GL2026_001906,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2050-12-28,472815.23,425960.85,Annuity,N,2.82,Fixed,36,36,43,288,331,1,2,House,Noord-Holland,NL32B,2024,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,103.80,99.91,79.23,455506.00,426344.56,537625.71,Indexed/Origination Proxy,3.94,23.74,108111.89,2138.81,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2023,64,N,0.00,0.00,Monthly,Monthly,500k-550k,90-100,70-80,90-100,3.5-4.0,20-25,2024-2025
GL2026_001907,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2046-08-28,52537.58,45710.07,Annuity,N,3.17,Fixed,201,201,31,248,279,2,2,House,Noord-Brabant,NL411,2024,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,93.80,66.57,54.64,56010.21,68664.67,83656.79,Indexed/Origination Proxy,3.81,15.04,11997.39,150.37,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2025,75,N,0.00,0.00,Monthly,Monthly,50k-75k,50-60,60-70,90-100,3.5-4.0,15-20,2024-2025
GL2026_001908,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2048-07-28,377079.22,368963.28,Annuity,N,4.06,Fixed,79,79,24,271,295,2,2,House,Zuid-Holland,NL362,2018,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,90.62,83.16,26.74,416110.37,443678.79,1379817.80,Indexed/Origination Proxy,2.79,19.85,132244.90,2187.55,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2026,7,N,0.00,0.00,Monthly,Monthly,450k-500k,80-90,20-30,60-70,2.5-3.0,15-20,2015-2020
GL2026_001909,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2046-07-28,481269.02,471297.23,InterestOnly,Y,3.11,Fixed,108,108,47,247,294,1,1,House,Flevoland,NL230,1992,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,78.83,61.12,15.48,610515.06,771101.49,3044555.75,Indexed/Origination Proxy,2.97,22.92,158685.94,3030.90,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2026,41,N,0.00,0.00,Monthly,Monthly,600k-650k,60-70,10-20,70-80,2.5-3.0,20-25,1990-2000
GL2026_001910,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2018,2050-05-28,317990.70,293415.79,Annuity,N,2.99,Fixed,66,66,99,293,360,2,1,House,Zuid-Holland,NL364,2010,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,61.23,60.73,42.63,519338.07,483148.02,688284.75,Indexed/Origination Proxy,3.39,5.94,86553.33,428.44,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,112,N,0.00,0.00,Monthly,Monthly,350k-400k,40-50,60-70,60-70,3.0-3.5,5-10,2010-2015
GL2026_001911,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2046-01-28,292321.02,256436.43,Annuity,N,2.92,Fixed,118,118,35,241,276,1,2,House,Noord-Holland,NL328,1908,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,106.00,88.73,42.84,275774.55,289007.58,598591.11,Indexed/Origination Proxy,1.15,21.25,222988.20,3948.75,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2022,60,N,0.00,0.00,Monthly,Monthly,300k-350k,40-50,80-90,50-60,1.0-1.5,20-25,1900-1910
GL2026_001912,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2046-06-28,353713.65,297910.54,Annuity,N,3.01,Fixed,13,13,27,246,273,1,2,Apartment,Zuid-Holland,NL362,1996,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,64.51,38.05,26.34,548308.25,782944.91,1131019.51,Indexed/Origination Proxy,3.54,18.95,84155.52,1328.96,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2023,104,N,0.00,0.00,Monthly,Monthly,350k-400k,30-40,20-30,60-70,3.5-4.0,15-20,1990-2000
GL2026_001913,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2020,2051-03-28,637109.62,591163.86,Annuity,N,2.20,Fixed,184,184,81,303,360,2,1,House,Zuid-Holland,NL361,1987,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,90.14,37.84,25.51,706800.11,1562272.36,2317380.87,Indexed/Origination Proxy,2.65,12.07,223080.70,2243.82,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2024,59,N,0.00,0.00,Monthly,Monthly,750k-800k,30-40,20-30,90-100,2.5-3.0,10-15,1980-1990
GL2026_001914,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2046-12-28,373968.50,335554.91,Linear,N,3.66,Fixed,95,95,47,240,287,3,2,House,Noord-Brabant,NL414,2002,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,53.17,35.43,26.28,703344.93,947092.61,1276845.17,Indexed/Origination Proxy,2.90,26.78,115708.59,2582.23,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2025,43,N,0.00,0.00,Monthly,Monthly,400k-450k,20-30,30-40,50-60,2.5-3.0,25-30,2000-2005
GL2026_001915,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2048-07-28,353759.05,346474.71,Annuity,N,3.22,Fixed,100,100,34,271,305,3,2,Apartment,Noord-Holland,NL323,1980,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,96.97,60.27,40.34,364812.88,574870.93,858886.24,Indexed/Origination Proxy,4.21,6.41,82298.03,439.61,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,147,N,0.00,0.00,Monthly,Monthly,400k-450k,60-70,40-50,90-100,4.0-4.5,5-10,1980-1990
GL2026_001916,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2052-05-28,299793.81,252345.88,Annuity,N,2.34,Fixed,71,71,52,317,360,1,2,Apartment,Noord-Holland,NL32A,2001,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,102.75,90.62,74.45,291770.13,278465.99,338946.78,Indexed/Origination Proxy,1.78,27.70,141767.35,3272.46,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,132,N,0.00,0.00,Monthly,Monthly,300k-350k,90-100,70-80,60-70,1.5-2.0,25-30,2000-2005
GL2026_001917,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2020,2046-07-28,239299.96,232643.37,Annuity,N,3.23,Fixed,59,59,75,247,322,1,1,House,Noord-Brabant,NL414,1982,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,58.94,31.67,26.38,406006.04,734585.95,881892.99,Indexed/Origination Proxy,2.85,17.88,81629.25,1216.28,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2023,94,N,0.00,0.00,Monthly,Monthly,250k-300k,30-40,20-30,50-60,2.5-3.0,15-20,1980-1990
GL2026_001918,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2015,2043-06-28,415256.86,365035.92,Annuity,N,3.08,Fixed,209,209,141,210,351,3,2,House,Gelderland,NL221,2024,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,73.68,69.74,43.14,563595.09,523424.03,846165.79,Indexed/Origination Proxy,4.24,25.24,86093.38,1810.83,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2022,6,N,0.00,0.00,Monthly,Monthly,450k-500k,40-50,60-70,60-70,4.0-4.5,25-30,2024-2025
GL2026_001919,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2049-04-28,173781.33,166134.94,Annuity,N,4.33,Fixed,89,89,21,280,301,3,2,House,Noord-Holland,NL323,2024,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,Y,NHG,89.71,68.21,46.46,193714.56,243563.91,357587.04,Indexed/Origination Proxy,0.73,11.39,227582.11,2160.13,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2024,56,N,0.00,0.00,Monthly,Monthly,200k-250k,40-50,50-60,70-80,0.5-1.0,10-15,2024-2025
GL2026_001920,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2015,2047-06-28,313781.12,297499.40,Annuity,N,2.35,Fixed,99,99,129,258,360,1,1,House,Drenthe,NL131,1956,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,103.38,89.65,57.59,303522.07,331845.40,516581.70,Indexed/Origination Proxy,4.28,20.61,69509.21,1193.82,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2025,27,N,0.00,0.00,Monthly,Monthly,350k-400k,80-90,50-60,60-70,4.0-4.5,20-25,1950-1960
GL2026_001921,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2047-01-28,429733.06,342532.32,Linear,N,3.24,Fixed,99,99,35,253,288,1,2,House,Zuid-Holland,NL362,1998,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,63.94,46.12,36.77,672087.99,742698.01,931553.77,Indexed/Origination Proxy,3.77,29.52,90857.38,2235.09,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2022,51,N,0.00,0.00,Monthly,Monthly,400k-450k,40-50,30-40,60-70,3.5-4.0,25-30,1990-2000
GL2026_001922,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2049-06-28,320298.10,272101.23,Annuity,N,2.21,Fixed,182,182,48,282,330,2,2,House,Overijssel,NL211,2000,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,106.00,77.76,68.27,302168.02,349924.42,398566.32,Indexed/Origination Proxy,4.26,21.18,63873.53,1127.37,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2024,10,N,0.00,0.00,Monthly,Monthly,350k-400k,70-80,60-70,10-20,4.0-4.5,20-25,2000-2005
GL2026_001923,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2040-10-28,408519.22,392764.82,Annuity,N,4.06,Fixed,233,233,24,178,202,1,2,House,Zuid-Holland,NL364,2005,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,77.91,57.35,56.93,524347.61,684855.83,689908.34,Indexed/Origination Proxy,0.58,20.59,677180.72,11619.29,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2024,-27,N,0.00,0.00,Monthly,Monthly,500k-550k,50-60,50-60,70-80,0.5-1.0,20-25,2005-2010
GL2026_001924,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2047-06-28,278409.10,246369.00,Annuity,N,2.94,Fixed,48,48,46,258,304,1,2,House,Noord-Holland,NL321,1995,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,106.00,86.38,9.37,262650.09,285215.33,2629338.31,Indexed/Origination Proxy,4.14,10.88,59509.42,539.55,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,109,N,0.00,0.00,Monthly,Monthly,300k-350k,80-90,<10,40-50,4.0-4.5,10-15,1990-2000
